topic,review_text
General Feedback,better then swiggy zamato is the best aap
Delivery Feedback,safe and proper delivery is good.
Pricing Feedback,remove the platform fee and other charges
Feature Requests,every day give 100 rs offer
Delivery Feedback,well and right time delivery
Delivery Feedback,got food in heavy rain .. great service
Customer Service Feedback,there is no customer care. chat bot are useless and does not solve issue with the food order. pathetic customer care service from zomato. useless app. i will not order again
App Performance,this app does not ask for permission of sms and automatically reads otp without permission which is not appropriate from security point of view. please update it. stop cheating customer. should pay refund in account if order not done properly. update your customer support service
Pricing Feedback,"best some things is costly (especially gst, handling charges and delivery charges)"
Delivery Issues,"idiotic customer support. ordered veg food and received non-veg food. when reported, customer support executive without talking just looked at the picture of kuruma and said she was unable to verify and closed the case. she didn't even ask for anything else or talk to me. i am unable to talk to anyone, the app doesn't allow me to reopen the ticket. as a vegetarian the food is waste now and zomato takes zero responsibility. my money is gone and zomato is liable. but they decided to be a cheat."
App Feedback,nice app zomato ...good experience
Pricing Feedback,"nowadays people are tallying everything, even the food prices from restaurant menu prices to zomato prices and also on different applications. right now i see better options but you can make it best, because food is a basic necessity and earning money must not be a primary business, eventually you'll earn more! what people do is not the part here(overeating/xyz) but what business idea reflect is more important. do your best! "
Customer Service Feedback,cutomer service is not good
App Feedback,this app makes it easy to help many people eat.
Delivery Issues,worst app they automatically cancelled my order which i ordered from train.now at 10:40 pm they cancelled my order how am i gonna get food at this time.and the support team even worst the never give option to write your problem they only give 2-3 option we have to choose from that only.
Feature Requests,good offers at certain times
Delivery Issues,order not delivered. it's been 1 hr 15min. delivery person seems to be in some random location which is not in the delivery path and he is not moving at all. total disappointed. need the refund
Customer Service Feedback,i didn't get any proper reply or response from their side for my refund issues.main issue in this is couldn't reach the customer care. even after reporting i couldn't get my issues sorted out. just completely got disappointed.
App Feedback,it is a good app for food delivery
Food Quality,zomato doesn't deliver the same product as shown in the picture. no control on restaurants.
Pricing Feedback,"too many charges, around 60 rs extra charges on order for plus member only"
Delivery Issues,"fraud app. wrong food items are delivered and then impractical partial refunds are initiated. i literally didn't receive the naan, and instead received 2 bowls of dal and they refunded after deducting the price of dal, rs150. illiteracy at its peak, no customer support, just that idiot bot."
Pricing Feedback,"delivery was quick, the fact is, anybody would check which one has better offer between zomato and swiggy so it's all about offers. you always need to be creative with new offers that makes win win situation for zomato, restauranteers and customers."
General Feedback,accurate time of delivery and honest review from the apps..... best app for food delivery....
Delivery Issues,must change multiple pickups order 1time delivery partner must be assigned. you are charging for delivery and customer is not suppose to wait for his order . worst service
Payment Feedback,maine order diyaa aur 5 sec mai cancelled hogya galti se par mera paisa q kata
Pricing Feedback,good but we want more coupons
Delivery Partner Feedback,tanishka upasani their delivery partner did not deliver the food . confessed to her misdeed on call. but still these losers are trying to find an executive to provide a solution.
Delivery Issues,sabse bekaar aap hai ye aaj birthday k din maine order kiye or mera order 2 hour m mere pass aa raha h kya ye sahi h sbse bekaar aap hai friends bhi wapas chale gye ab is food ka m kya krunga birthday pura spoil kr diya h ye mere saath 3 se 4 baar ho chuka h but koi solution nhi milta
General Feedback,i think this is best way to eat and enjoy anytime just netflix and chill 🫠 thank you zomato 🫶🥹🤌
Delivery Issues,"never deliver on time , zomato's 10 minutes= 30 minutes"
Pricing Feedback,they takes much money  for delivery
General Feedback,nice food and fast delivery
General Feedback,worth app in universe #blinkit #zomato
General Feedback,we really enjoyed this app for our hungry time
General Feedback,zomato is one of the best . the best offer is given by zomato only . on time delivery that's why i am giving*****
General Feedback,always got a satisfactory meal from all the team members ... i am really enjoying my cheese loaded pizza... thanks for this happy meal for me. again thank you so for delivering this quick. tysm everyone.
Pricing Feedback,amazing app and comfortable with prices and discount!!! whyy to fear when zomato is here 🤍
Payment Feedback,i placed the zomato order & immediately cancel within a minute but i didn't get any refund back for my deducted payment. and zomato support says my all amount is deducted as for cancellation charges. it's totalling a fraud app. very stupid service and support system.
General Feedback,very helpful at the time of need
Customer Service Feedback,worst service no customer care contact i lostoney im one order not recommended
Delivery Issues,orders are too delayed specialy if it's prepaid. they will show 30 min but may take 2 hours to deliver.
Delivery Issues,food was delivered on the time
Service Feedback,any time any where i can get my happy meal all thanks to you
Customer Service Feedback,very bad cancellation charges is there and neither customer service no nor chat is working of this app 
Food Quality,eating food is very nice 
Payment Feedback,horrible taking hard earned money of ours without knowing reasons. #boycottzomato. and why would we write you a mail and why you guys are asking for mail after what you are doing why not you are writing here. let's talk infront of everyone now i am going to sue you in consumer court with every possible proof and every possible review here you got regarding bad service.
General Feedback,bhoot aacha deepinder goyal respect
Customer Service Feedback,my cooking instruction was rejected by restaurant i was tried to contact zomato but nothing happened please don't accept orders if restaurant can't fullfill with instruction
Pricing Feedback,good please give more offers
General Feedback,good service and quick access
General Feedback,i am totally satisfied with this app.... delivery is also too good & brings my food on time....just go for it guys
Delivery Issues,one the worst food delivery app constantly delaying order and giving automated response for each query.
General Feedback,east or west zomato is best
General Feedback,just loving one. ordering from this app is not risky. khana ghar tak hi pouchta hai
General Feedback,they are king of vegetarian food in delhi
General Feedback,"what an awesome app , best delivery app every 🤌"
General Feedback,"nice app.fast delivery,many restaurants available."
General Feedback,waiting for give stars when i got it
Delivery Issues,always delayed delivery. no customer care to talk to.
General Feedback,it's really nice app it's very useful
General Feedback,it is s good service delivary
General Feedback,very nice experience from zomato 🤗
Delivery Issues,jyda aacha nhi h bhit bar veg ki jgha non veg bhj diya am not happy 
Delivery Partner Feedback,very bed service staff sab ko tamij sikha dijiye
Payment Feedback,once i ordered 2 coke received 1 only. no cashback. majority of delivery partner are good but some are super corrupt. once i tried paid online payment it servers didn't respnd so i gave cash later checked and found payment done online. contacted delivery guy didn't respond. please appoint honest workers only.......  at least have better grievance mechanism. still waiting for my cashback. but surely better then others
Food Quality,delicious 🤤food i will always enjoy it... .
Food Quality,"stop your food delivery from """"bhikharam chandmal rajuji"""" bhikharam chandmal rajuji selling expiry product like sweets, singhara , laddu and others nimki product"
Customer Service Feedback,disgusting food delivery and disgusting support. not able to talk with customer support. bot closed the chat after raising the issue.
Competitor Comparison,swiggy is better than you.
Delivery Issues,best food and exact time delivery 🫠
Delivery Issues,i have pro membership and ordered something one late night.the valet never delivered and when i enquired the refund was less than what i originally paid..after using this app for 5 years uninstalling
App Performance,good app food lovers app
Food Quality,delicious food and fasting delivery
Customer Service Feedback,"very very greatful,forgot my friends birthday day zomato saved the day "
App Performance,it has always been a nice experience while ordering meals through zomato
App Performance,very good food delivery app
Delivery Issues,good fast deliver very nice application i like it  i am very very happy
Delivery Issues,i ordered one chicken roll it's taken more then 1 hours.can you believe it ..my order is to much delay..this is very bad experience...0 * now 1 hours 20 minutes i get my food it's cold fully rubbish no test at all very bad food quality..i throw away..no one can't eat this..
Delivery Issues,good food delivery time par hota hai
Food Quality,"you are the biggest food delivery company in india. but have you ever thought of taking any action to prevent selling of foods that includes harmful food colors, unhealthy old, reused oil, spoiled meat. being the biggest food delivery app it is your duty to spread awareness about quality food."
Payment Feedback,one time chala gaya toh peyment refund nehi hoti one time scam
Food Quality,"""fantastic experience with zomato! food was hot and delicious, delivery was super fast and the order was accurate. highly recommend! 5/5 stars"""
Pricing Feedback,showing one price and at the payment another price. cheating app
Customer Service Feedback,fraudulent app. they provide 0 support to customers. no prompt service given and for any complaint you have to mail them and waste even more of your time for an issue that began due to their incompetence. their delivery driver did not collect my entire order and when i reached out their bot told me i had to write a mail & only after 72 hours id get a reply. eventually i wasn't refunded the amount after sending them pictures of the order too. they make you speak to ai bots leaving you helpless!!
Customer Service Feedback,orders are not taken seriously na koi jawabdari hai na koi response krta hai customer ko sabse bekar log farzi refund policy suggest to uninstall all people
Customer Service Feedback,"zomato new zia ai agent is pathetic, not able to recognise customers concern neither provides any resolution, just threatens customers of a penalty fee on cancellation no refund even if they are served cold food not in a condition to it. worst update, i changed my 5star rating to minus 5 if possible."
Customer Service Feedback,worst experience. deleting the app as well as account.
General Feedback,this app is a must for foodies!
Customer Service Feedback,really bad service..no customer support.. not to essay for contact customer support. .
Delivery Issues,zomato this is to your cheating customer policies there is no option for delay compensation whatever time it is delivered we have to accept it are you not the one taking money for timely delivery and making the sorting available uselessly for customer to get fooled by choosing under 30 minutes delivery that's the joke of millennium on top of that your customer care is cherry on top of your pathetic policies they dont handle quality issues as if we are ordering from restaurant directly.
Delivery Issues,i have been using just this app from long time now. recently there have been 4-5 instances where restaurants are either delaying with more than 1 hour or not delivering or partially delivering items. i have reported all these issues several times. every time i am just said that feedback is recorded. i don't care about your feedback. you have to realize that you are wasting your customer's time and not reverting value for customer's money..
Pricing Feedback,"in save meal option, we are paying the same price. what the fk. 200 order 50 delivery charge, and 100 rs couple (which we get in mostly restaurant) = 150 and in save a meal order we get it same for 150 100 discount which we are already getting."
General Feedback,my delivery reached earlier than expected. 100% satisfaction. thank you
General Feedback,must try this app...one stop for all kind of cravings
Delivery Issues,"i'm really disappointed with zomato. my order was grouped for delivery, and now i’ve been waiting for over an hour. if no delivery partner is available, the app shouldn’t allow me to place an order. what’s the point if my food arrives late and cold? and what is the use of this app."
General Feedback,best app for food delivery
General Feedback,it's very good app and feeling well as a good result food
Payment Feedback,the experience is really good but sometimes the delivery partner don't have cash with him.
Customer Service Feedback,एक बार पैसा ऑनलाइन रात नौ बजे के बाद चला जाए। फिर इतना इंतेज़्ज़ार कराते हैँ की आप अपने से हि कैंसिल कर दे। अगर आप रेस्टोरेंट पे कॉल करेंगे तो वो डिलीवरी बॉय पे और अगर आप डिलीवर्री बॉय को कॉल करेंगे तो वो रेस्टोरेन्त् पे तालेगा। हिंदी मे आपका वेब सुप्पोर्ट नही कर्ता है। इसलिए ऐसा हि लिख पा रहा हूँ। इनलोगो ने ग्रुप बनाया है की लेट करो और एक्स्ट्रा पैसे कमाओ। क्या आप लोगों को पता नही
General Feedback,goods experience just keep it up zomato
Food Quality,"uninstalled this stupid app,pathetic service,recieved foul ordered smelling idlis ,but they can't give you refund,despite of video and pic,keep your just 25 rs offer with you,which u suggested for conpensate,they can take your money but they can't take responsibility"
App Performance,not properly work this app
General Feedback,it is useful for every time when we want
General Feedback,i am happy with sweegy
Customer Service Feedback,zomoto support team very worst full in full ai weast
General Feedback,i am using this app whenever i want to eat something new and famous foods
Delivery Issues,"literally the worst app ever , we ordered pizza almost 1 hour ago , and the delivery guy doesn't respond nor do the people at zomato, what's wrong guys , pick up the phone atleast worst , worst app , please dont install"
Delivery Partner Feedback,"worst experience ever, delivery partners are late and rude and after this if you go at help and support for complaining a ai version talks to you and you can't share your problem. i've waited 1 hr for food when i was alone when it showed 30 min and after that they cancelled the order when i got to report it ai talked to me they don't even apologize for delay. and delivery partner was asking me to pickup order from another location when i was alone at home like how could i?? and you cant report."
Food Quality,"worst app for food delivery. i recently placed an order for chicken biryani through your platform. however, i am disappointed to share that the biryani i received contained only one piece of chicken, which is quite unexpected and unsatisfactory for the price paid. i dropped multiple mails but didn't receive any response from you guys. pathetic customer service. i checked their reply. i dropped multiple mails after that but no response. whatever reply has given is not a solution to my problem."
App Performance,order placed krne ke baad band kyun ho jata hai baar baar
Pricing Feedback,good food but price are little more
Delivery Issues,very bad service my order had delayed it is taking very time 
General Feedback,fast delivery and good restaurant linked in this app
Delivery Issues,beyond poor customer service. delivered order different from the what was placed. customer service guy (vishnu) was worse than simple ai. last order placed by me on zomato
Delivery Issues,"worst delivery app for the trains, have delete my account."
Food Quality,it is very good but sometimes when we order the cake that time cake is not getting good the mistake
Payment Feedback,food did not delivered and also taken whole amount. fraud company.
General Feedback,i have been using zomato since 2019 must say this helped me a lot ordering comfort food!!
General Feedback,tire of road journey so hotel reception requesting me to order on line.
Delivery Issues,"non veg food received for pure veg do not order from zomato no customer service, zero complaining against zomato for negligence towards religion"
General Feedback,"i loved zomato for fast food delivery and good behaviour delhivery boys, also it have easy interface."
General Feedback,i m very to zomato service n all delivery mere bhaio ko
General Feedback,fastest delivery good communication delivery boy was so cool and cooperative
Delivery Issues,zomato has lost all credibility delaying order for hours and no refunds on time.
General Feedback,better than any other platfforms
General Feedback,easy and useful to compare with others. good work 
Service Requests,this is not available in daman
Delivery Issues,48 minutes means 2.5 hours for zomato.
Food Quality,it's very disappointing... i ordered food today and the food was un cooked and low quality items added in that and i try to take zomato support and they won't even respond.... thank you zomato and i am deleting now......
General Feedback,great experience using it very accurate and great service
General Feedback,india best food delivery in zomato
Customer Service Feedback,"great app and customer service. searching within reviews, i had a bad experience. to be improved"
Pricing Feedback,so beautiful aap but hi rate
General Feedback,best quality of food and nice sevice
General Feedback,order is too fine and smart.
Delivery Issues,dude i ordered panner dum biryani but got egg biryani that too from swiggy even after taking the photos in which we can clearly see the order is different they are saying they see no issue with order and the chat bot ended conversation. lost money and even wasted food as i am pure vegetarian. never ever will order from zomato good bye. will uninstall now
Pricing Feedback,"charges more than restaurant price, and gst on the total amount"
Delivery Issues,the delivery person still has not come more than 1hr and it was showing 40 mi
General Feedback,bass order karo or enjoy karo tasty khana 
General Feedback,affordable and good to use
Payment Feedback,bad experience my life totally bad service not refund my payment i already pay on upi.but not any refund payment
General Feedback,a very good app for ordering food. also having very good offers on this app.
Delivery Issues,"my experience us very bad they provide wrong items and then support is also not refunding or changing the order, they just want us to order something expensive and will give anything of lesser value and your money goes to waste"
Pricing Feedback,"140rs is the price in restaurant, shows 299rs in your application with your tax and delivery charges it will be around 400. i am not going to use this application again."
General Feedback,good service ...humble delivery boy
General Feedback,zomato petrol hai india ka
General Feedback,best app for tasty food
General Feedback,best app to order levishing food
Pricing Feedback,"it is really nice and provides good service , but the delivery fee is very much try to reduce it otherwise it is really nice"
General Feedback,it's awesome to use and taste. helps me to understand. zomatoooooo...........
Delivery Partner Feedback,please don't allow delivery boys from unhygienic lifestyle eg chewing tobacco
Delivery Partner Feedback,i didn't accept order as the order was completely damaged but delivery boy marked it delivered. the worst thing is when i am complaining to zomato they are asking me a picture. really? what you expecting from a customer who didn't even recieved his order. neither the app is letting me to talk with their associative. if you are incompetent enough to not make a proper chat bot then don't it man. i have ordered 100+ from zomato but this was the last one.
Delivery Issues,"something is not being managed right, this multi order delivery means most of my orders take more than an hour to be delivered, just because you have some sort of monopoly in market, don't give bad services"
General Feedback,this app was a briliyant
Delivery Issues,it's good it helps to deliver the food on time
General Feedback,extremely awesome customer service was good and the food package is very neat and hygiene timing is perfect.
Payment Feedback,"worst app, they took platform charges unnecessary"
Customer Service Feedback,you have not trust on this app because delivery boy delivery and eat food no one can take any single call and responsibility or even talk any of customer support so plz order by swiggy
Customer Service Feedback,chor h..no complaint option...no hearing..other app are much better
General Feedback," zomato is my go-to app for food delivery! fast service, wide variety of restaurants, and great offers. super easy to use and always reliable"
General Feedback,zomato is my favourite .....
General Feedback,it is woulder ful platform
Pricing Feedback,this app is very usefull for buying affordable price of food thank you for everything.
General Feedback,zomato is goood food delivery plateform
General Feedback,best service of all time
Delivery Issues,order thoda let aata hai but dishes very tasty 
Pricing Feedback,best prices and best foods...
General Feedback,always there for my hunger 🥺
Feature Requests,pls give me offer for this rating
General Feedback,thank you zomato. love you
Delivery Issues,thank you for timely delivery
General Feedback,"zomato never disappoints ! fast delivery, user friendly app, accurate tracking, and so many amazing restaurant options, truly the best in the game. highly recommended !"
Food Quality,case delivery hoti nahin hai
Delivery Partner Feedback,teach the delivery boys some basic manners and behaviour before coming for order delivery
Delivery Issues,good delivery time thanks zomato
Pricing Feedback,best but worst no offers
Customer Service Feedback,"usually like many of us i don't rate or review the apps, i always click remide me later option whenever any app wants me to review. but today i genuinely feels like reviewing zomato. i just want to appreciate the team of zomato support care. quite a time i feel the need for contacting them and they alwys solve my issue but today by their service i cant stop myself reviewing them. zomato customer support team kuddos to you. u guys are doing grt job.... "
Pricing Feedback,"itne charges ki 100, rupees ka item 160 me aa raha... useful only for emergency order... when no other option is available"
Customer Service Feedback,"zomato is no more is empathetic or customer first. no humans on chat support yet, system blatantly lies or misguides."
General Feedback,"enjoy using it, whenever hungry."
Customer Service Feedback,don't take gold membership... they don't even chat with you ... i have screenshot shots for your poor 3rd grade service and zero resolution. learn something from swiggy
General Feedback,it's a very good app
Food Quality,zomato ki kafi sari service theek nahin hai jaise ki cutlery nahin dena cutlery compulsory dena chahie salt nahin dena packaging ka dhyan rakhna
Delivery Issues,totally a fraud food app .. it's 2nd time my order is not delivered and delivery guy mention it's delivered . no response from zomato support .. it's fraud app . never expect these small steals / theft from zomato
General Feedback,thanks for being good delivery pattern..
Customer Service Feedback,worrest application and communication is very worst so don't use communicating very longer i'll published tomorrow
General Feedback,this is the best app with best quality of food i always order form here just love it so much the dilivery is always on time
General Feedback,zomato is very good app when i am hungryi i just pick up the phone and order food
Delivery Issues,very easy to order food and no delays
General Feedback,quick and convenient service at doorstep
General Feedback,best app for online food nd also gives discounts
Delivery Issues,1 no ka ghatiya aap he mere papa ka birthday tha me mumbai se akola order kar raha tha adress dalne k baad order kiya agar tum log jaha adress he vaha oder nahi place karte to order cancel karo na galat restaurant me q place karte ho or agar ham order cancel kare to tum saare paise cut kar lete ho
Pricing Feedback,good for money and time
General Feedback,good for me to give an order
Food Quality,nice food and drink btw i don't try drink 🧋
General Feedback,thanks zammato for providing food delivery in 24×7
General Feedback,i like it very much
Food Quality,horrible service by zomato i have ordered a dish i have found poisones incect in the food i have send so many emails no revert from them zomato customer service is just pathetic.
Payment Feedback,a fraud company runs by cheating after the cancellation of the order. i didn't receive my money
General Feedback,amazing service best offers iam also suggest food order on zomato app because it is best
App Performance,unable to give rating to the delivery partner. need to improve the app design.
Payment Feedback,most wasted app i have ever find once i have tiped a delivery boy for some stuff they permanently add that tip i didn't even recognise worste app🫤🫤🫤
General Feedback,a big thnx to the developer.......
General Feedback,experience have been really satisfactory and easy to search restaurants
General Feedback,it's very good food delivery app
General Feedback,"certainly a huge change from where the story began in 2018 and where we have reached together......a sea change and happy to be part of this successful startup that time....would love to see zomato transcending into a global brand satiating hunger all over and living upto the preaching of india ""vasudhaiva kutumbakam."""
General Feedback,kumar cafe tvm booked get noodles
Pricing Feedback,the prices are thrice n 4 times as compared to other home delivery apps
Customer Service Feedback,love the access and interface and shi but the customer care feature is so bad. my issues never get resolved. once my payment failed apparently but money was debited from my account. they said it will be refunded in a week but i never got it back yet and everytime i contact customer care it just says my payment failed and refund will be done in some time. it's been more than 3 weeks and i never got my money back. considering im still a student living on short expenses i've been robbed pretty bad.
General Feedback,very good behaviour and polite talking. i always prefer for zomato.
General Feedback,it's good food delivery app
General Feedback,"great app, thanks to this, we are never worried about what to eat when we are tired of work."
Food Quality,"very tasty food ,keep it up"
General Feedback,the best app to get anything to eat at anytime.. big thank you to everyone zomato staff
Pricing Feedback,a lot of surcharges but good service by delivery partners.
Customer Service Feedback,useless customer care service doesn't give a response even after 72 hrs
Delivery Issues,"zomato has decreased their standards lately, no point of being a gold member anymore, food is always delivered late and cold. no representative is there in customer service at all, only bot that repeats the same line."
Food Quality,extremely disappointed with the customer service response. the food that i ordered was awful and undercooked. i raised complaints several times with valid proof but didn't get any fruitful response from zomato apart from generic reassurance. my family members felt nauseatic after having one bite of the food and it went to the dustbin. the whole experience has ruined the mood. also i have spent so much time and energy via mail also but the response was the same. unprofessional and disgusting.
General Feedback,enjoy order accept out station 
Food Quality,you delivered stale items. my tummy got hurt then i smelled the food you sent me. please send someone from your team to smell the rasmalayi. it is stinking too bad. please refund my money. please inform wowchina that their food was stale.
General Feedback,nice app for food delivery
Payment Feedback,"good options for searching food,and offers, only problem is delivery boys don't have change for amount"
General Feedback,good experience with zomato compared to other food app zomato is very best am recommend to everyone to use this.
General Feedback,i love to order from zomato because the maximum time i get a discount coupon 🤩
General Feedback,a tha khep khep lutuk
App Feedback,"clean design, best offers. easy to use"
Food Quality,it is so good fod
Delivery Issues,delivery boy changes the delivery items
Food Quality,thanks for great offer &delivery
App Performance,"app is working fine, but for higher priority rating i will also charge 100 rs per star"
App Feedback,zomato is very best aplication and fast delivery foods
General Feedback,it's give me best experience from swiggy
Service Feedback,it's a good app for order the food..quick delivery ..polite nature of delivery boys...
General Feedback,"just incredible and wonderful experience, past 5 to 6 years, and literally i love the foods they suggest that restuarant and many things ... 🤝 and make sure aap download kare zomato and payein dher sara laziz khana apne hi sehar mein manpasand resturant se 🩷...."
Delivery Issues,zomato is really worst app. at the time of order it's taken 2 address mixup with each other and it's delivered on wrong place..this thing happened with me 2 time. really worst app
Pricing Feedback,superb but delivery charges are so heigh
Pricing Feedback,the good app when you hungry but delivery charges may be expensive
Payment Feedback,"""someone is using my mobile number to place orders. i didn’t make any orders or authorize anyone."" and delivery man calling me very often! and i can not cancel the order! also i can't get customer care number of zomato!"
Pricing Feedback,they increase the food price by 100% and then gave discount 50%. how fool we are.
Customer Service Feedback,please don't use this app it was total fraud i order food at zomato i forgot to change my address again i was cancel my order and try to re order but my amount was not credited back there is not customer care service properly. please use swiggy. they have every response properly. nearly 1 hours i try to conduct the customer service. they didn't response properly. my cancel charge it was mention in the mail. to out mail i really back but mistake my order was cancelled. there is not responding
Customer Service Feedback,no proper costomer support from zomato even the pblm has with delivery person they charges full amount to us very horrible experience never ever i order in this again swiggy was so much better with the costomer support
Food Quality,"food is always cold when delivered... no disposable plates, spoons, forks... drivers need better training!!"
Delivery Issues,they didn't deliver the food for long time and when i asked for not accepting due to a long delay they cancelled my order and didn't refund
Customer Service Feedback,worst ... swiggy is thousand times better
Food Quality,wirst app deleiverd half eaten and seal broken product and they don't do anything
General Feedback,overall a nice experience till date.
Competitor Comparison,zomato is better than swiggy
Payment Feedback,how to check what was the payment mode for my past order ?
General Feedback,really enjoying my life with zomato
Customer Service Feedback,absolutely ridiculous support. absolutely useless bot keeps saying the same nonsense over and over again
Delivery Issues,worst experience lately. i got wrong orders and then your chatbot left me hanging without a response despite sharing images as well. total waste of my money. your chatbot is total garbage! and no customer agent connected. time to switch to other apps permanently.
App Performance,uninstall app because of too much notification without reason
Payment Feedback,i paid the amount through upi discount coupon applied rs 485/but the delivery guy charged me more rs 550/saying that amount has not be paid i have shared the screenshot of the successful transaction to zomato customer service they said you should try to find delivery guy on your own we have nothing to do with this. isn't this cheating??
Food Quality,"i have been using zomato since 2017 or 2018, but yesterday they scammed me, i never complained about food, damaged packaging, stale food. but now its clear to scam you and uninstall the scammers. i wish i could attach the screenshot of the support chats."
General Feedback,best food delivery service ..
General Feedback,"quick delivery, easy to use.."
General Feedback,the best app offers a good discount. great customer support.
General Feedback,"fantastic , a big thanks !"
Pricing Feedback,"whatever packed items i order from the company always come with mrp including tax, but you are sending the same item by adding plus gst separately, which is wrong. if i buy the same item from a local shop, they charge only the mrp and don’t add gst separately. but you give a discount and then add gst separately to the amount."
Customer Service Feedback,the most most unless app and service
Customer Service Feedback,first of all delivery partners are rarely available. when complaining they have automated response which most of the time does not reflect the issue
General Feedback,always on time and perfect meals
Customer Service Feedback,worst possible customer service available. delivery guy stole my order and even after writing to support and raising a ticket nobody's bothered to call back or reply. absolute embarrassment of an application.
Delivery Issues,zomoto not delivered to our area
General Feedback,very good app for online food delivery and also fast delivery
Pricing Feedback,high price too much high price middle class can afford bad choices zomato you always low quality
Payment Feedback,fraud app i ordered 2 items but book only one and price i was payed two items
Payment Feedback,like wow... me & my mom want to have a pizza we went to all food delivery app but not all have cash on delivery but this have 
Service Feedback,fast and easy for service
App Feedback,it's the best app to fulfill your craving at midnight. and it's also having great deals plus having thousands of restaurants but sometimes it can be problematic. but another side it's also a worth it. 
Feature Requests,good app for instant food decisions but please add some more offers and coupons
Customer Service Feedback,"it has been a nice journey till now with either the customer service or the app interface, i hope it continues"
Food Quality,very good food delivery and tasty and hot food
General Feedback,"incidentally, i am a first timer today, and to top it, i am about 68 years old. still, i am amazed to see the beauty of this app; and the painstaking job of our youngsters to keep us happy and we'll fed. kudos!"
Service Feedback,fast delivery and good service
Delivery Issues,"after paying delivery charges, platform fee, additional surge rain fee, demand surge fee., customers have to wait more than 45 minutes to get food delivery from just 1.5 km due to multiple orders assigning to delivery partners. why i have to pay all additional charges if zomato delivering order after 45 min just for 1.5km? zomato is just looting people in all the possible ways."
Delivery Partner Feedback,"the delivery boys are good and decent, liked it food is fresh and hot too"
Customer Service Feedback,"really good food and a pleasant atmosphere. the service was nice, though there’s a little room for improvement. definitely a place i’d visit again."
Delivery Issues,good experience in delivery of food on time.
General Feedback,improved a lot over time
Feature Requests,average because not getting good offers now.
Food Quality,good foods and very good delivery partners awesome app 
App Feedback,it's well and good for batchelor
Delivery Issues,very unprofessional! order takes infinity to reach u! no agent talks to us! no tracking system! 0 from my side! my new review... tremendously improved...deleted the rival app as they detoriaited.. keep up the good work guys!
Delivery Issues,i need any order place below 2 km delivered the food 20 mnts.
Customer Service Feedback,"i don't know why zomato likes products that use ai instead of real people, i'm a tech guy, and i hate to talk with ai support,..... fricking hell i hate zomato for now for this"
Delivery Issues,zomato should stop their service at raining time. orders are delayed and served cold with no support. there is no zomato response team. zomato don't even regret for it's poor services
General Feedback,"good service, mostly on time for delivery"
Delivery Issues,"worst app ever seen,. at least it takes an hour to get ur delivered, very bad and worst service ever. better i suggest not to use this app if you're willing to eat fresh and hot food."
General Feedback,excellent service... good advice for food
General Feedback,support was very thank fully
General Feedback,time consuming enjoy great food at your door step
Payment Feedback,no proper customer support from zomato. charged full order amount as cancellation charge. it almost took more 1 hour for order delivery . even after trying to contact delivery partner multiple time . there was no response from delivery partner. as a consumer i have every right to cancel my order . still without any prior notice . this fraud platform charged me cancellation charge that to whole order amount. from this we can come conclusion that a scam has entered into chat by zomato.
Pricing Feedback,value for money most of the time..
General Feedback,"really helps me when i'm not in the mood to cook, was a lifesaver in the lockdown time and still remains very good"
Customer Service Feedback,chatbot implemented in this app is stupid .. no proper way to connect to a support executive .. have not seen such a stupid chatbot
Payment Feedback,"don't give cash on delivery option, if the delivery partner does not carry change."
Customer Service Feedback,maintain good time and good response
General Feedback,sometimes you feel us happy
Delivery Issues,total waste of time and money. the delivery time initially was 1 hour. then they batched my order and delayed it for another 45 min. and received totally cold food. and when i tried to complain or tried to cancel it they the whole amount marked as cancellation penalty.
App Performance,this is very bad app
General Feedback,really enjoying the application like zomato! serving the lovely offers. keep going 🤌
Pricing Feedback,too expensive app..... additional charges 80% of food amount. if you have to waste money in additional do order from zomato. good profit organisation.
Delivery Issues,"now the zomato service is becoming pathetic day by day. every day there is a delay without any reason!! the worst part is the support. they are of no use!! what i can see in the app, they convey the same!!"
Food Quality,making people fake promise n not delivering quality food and charging extra money from restaurants and customers too adding up platforms fee extra
General Feedback,it is a good app for me
Delivery Issues,pathetic service. takes light years to deliver orders
App Performance,edkm bekar h ye zomato ka service aur plz koei v isse order na kre
Delivery Issues,no.1 fraud showing 10minute when calling to rider he is saying i have multiple order wait for 20min
General Feedback,i'm satisfied to order the food
General Feedback,you can get super discounts . perfect!!!
General Feedback,very nice for food lovers
Pricing Feedback,good but prize is to high
Delivery Issues,we r getting food from somewhere else rather than the actual restaurant
Customer Service Feedback,"support system does not exist.. and keeps fake news like even without rain ..it's raining and without traffic, there is traffic jam and keeps your order undelivered. stop using zomato .."
General Feedback,i enjoy comatose services when i am ever unable to go somewhere to buy something it helps me alone to end my cravings
Payment Feedback,after placing order payment method not changed
Pricing Feedback,its a good platform for food items but purchasing star rating are not good
Customer Service Feedback,"extremely horrible customer service and chatbot algorithms. literally there was a delivery fraud where it showed ""order delivered"" but i hadn't even received a single call from the delivery person. i called the restaurant and they said that the order had been picked up. and when i contact zomato customer support, they ask me to send an email and they'll get back to me within 72 hours. seventy two hours? are you serious? this is the kind of customer service you provide? should just uninstall."
Pricing Feedback,cost is always high as compare to swiggy.
Pricing Feedback,prices are too high and they make offers just to fool people
Delivery Issues,dalivary sho let not good
General Feedback,super app for food ordering
General Feedback,very good and very quick app
