topic,review_text
Food Quality,today i ordered ice cream which i recieved molten. ice cream were delivered in simple paper bag. if handling charge is taken then why only paper bag for ice cream. i once again say it's a loot and i am uninstalling it
Pricing Feedback,guaranteed always high price. sometimes very high price with add on surge change.
Payment Issues,"complete fraud ... refund is not given even after two weeks, they fail to deliver the items you order and then all you are left with is a mail id"
Order Issues,"ordered something, as per the image it was of blue red color but received it in pink color asked for an exchange or return, got denied for an exchange or return refund by the blinkit customer service as they said it's okay that the product doesn't matches with the image shown on the app and i was like it's a scam like showing an image of an highly edited 5star hotel and when the person visit the hotel it's a 2 or 3 star hotel."
Service Feedback,"the issues are resolved very quickly , and have great services"
Delivery Quality,fast delivery very useful app
Service Feedback,worst app & service for the damaged reporting. it looks like they made this on purpose.
General Inquiry,ye mp seoni me nhi hi kya
Pricing Feedback,nice but there is no discount for items
Delivery Quality,nice experience and fast delivery
Food Quality,one of the fraud delivery app. they delivered small and bad quality pomegrante. i asked for return and refund immediately. but they refused to do so. just offering replacement. i dont want your small pomegranates bro. you keep your pomegranate with you.
Pricing Feedback,it's little bit costly than other apps and delivery charges are to much higher
General Inquiry,this is good but case on delivery is not available here
Pricing Feedback,very good and reasonable price for day to day items.
Service Feedback,blanket grocery best thank you blinkit
Order Issues,ordered shallots onion but received regular onion very disappointed
Pricing Feedback,"over all good application, no extra charges except surge fee."
Service Feedback,very good service and user friendly application. i have been using it since many years.
Delivery Quality,it is very fast and convenient. much of our small outing for consumer purchase is done by blinkit now. wonderful....thanks blinkit
General Inquiry,now blinkit is not as good as it was before
Service Feedback,great support ... excellent service 
Food Quality,"sometimes the quality of the product is not good,they should work on that we do trust in them"
Service Feedback,very very bad service....also blink it customer care agent are also very rood and unprofessional 🤧
App Performance,amazing app with a great time saving
General Feedback,nice  all are best !
Delivery Issues,speed delivery compared to all online grocery stores
Service Feedback,very good it time saving and very helpful to mothers
Pricing Feedback,best ratings  but dilivery charge thode jada he pr koi baat nahi
Food Quality,sending expired and daage product
Delivery Issues,good service reached very less time
Service Feedback,very poor service please don't
Product Variety Requests,good quick service.. more items or verity need to maintain
Delivery Issues,"i love it , very fast delivery"
Payment Issues,handling charges are there for every small order also.cash back amount is less than handling charges for most of the transactions
Delivery Issues,nice product thankyou for you giving me fast delivery
Delivery Issues,bhut khrab aap he is me nene 10 july ko 204 rs ka odar kiya tha online payment se pement le liya parrsal bhi nai diya or customer care valo ne bola ki 12 ko pamant mil jaygi par aaj 19 july he par abhi tak un hone panat nai diya or na hi kahi se un se baat ho pa rhi he very bad
Food Quality,never order fruits or vegetables. the quality is pathetic
Food Quality,very bad service every time miss my items & spoil vegetables & spoil fruits packing not good or proper 
Order Issues,item missed in order and there is no option for chat support and anything after delivery the delivery guy delivered and went without matching the delivered item and after that there is no customer support
General Feedback,very fast services and any thing can be bought.
Service Feedback,very prompt delivery..free  gifts..treats me as a valued and appreciated customer...needs a call centre though..ai customer care not upto the mark
General Feedback,i can say it is adj of excel means excellent
App Improvement Requests,please improve your handling of delivery address when multiple addresses are added in the app.. many a times i order from one location but it gets delivered to my other address
Service Feedback,1 item was missing (mamra bag) also delivery boy's behaviour was not good and inappropriate
Delivery Issues,great service and order were delivered very fast
Delivery Issues,called just ordering the order for cancelation...... with in a minute they told me that we have dispatched the order.... it is impossible......
Delivery Issues,delivers very fast with in given time.
Pricing Feedback,"so much unnecessary charges , instamart is much better than blinkit"
Delivery Issues,"it's almost magical  — i see something online , search for it on blinkit , and within 10 minutes ⏱, it's right at my doorstep ."
App Performance,ghatiya tracking map. zero refresh rate
Service Feedback,it was a great experience with this app kudos to the team for better management
Delivery Issues,too fast thank you blinkit
Service Feedback,nothing so much yo say just the best app
Delivery Issues,super fast service ever. palak jhapakate apka order apke thikane pe itna sandar service wow 
Service Feedback,"future vision company, good job"
App Performance,i am just searching and adding the product and order book automatically it's happened twice
Service Feedback,when i have cravings then blinkit resolve my craving
Service Feedback,super fast & world class food delivery services provide
Service Feedback,it is a good app iska naam to helping app hona chahiye tha
Service Feedback,new app excellent service so far
Food Quality,last time lactose free milk expired. must be careful at the time of shipping.
Food Quality,got smelly and spoiled product
App Performance,immediately cancel option not available
Product Variety Requests,good. please add more meat options. only chicken available. will give 5 stars if you add.
Service Feedback,"blinkit is a fraudsters trap, doing froud in many ways and the big reason is they are not providing any option for call of customer care"
Food Quality,fast delivery and good quality food grocery
Service Feedback,always problem with partner about changes
App Feedback,very good app and last minute app
App Feedback,my kya he bolu kamal ho aap long jarurat ki chije jaldi la dete ho
App Feedback,"the best time saving app,i had ever seen...!!!"
Delivery Issues,nice app very fast delivery any time i love it
Delivery Issues,lifesaver - (delivering even at 12 in the night - thank you for this wonderful service) - truly a saviour for people who have to have to manage things at the last moment.
Food Quality,i have received roten potato and thick drum sticks instead of thin. some of the sticks are thin and some are thick. potato's are not fresher and good to eat.
Order Issues,today i ordered dream living dohar which photograph they shown on site that was quilted dohar but received plain dohar when i contact to customer service they clearly said this item no returnable so accept it..what is this..why they showing misleading pic...feeling cheated and pathetic customer service
App Feedback,aachi services hai nice to blinkit
Food Quality,"i ordered first time but very worst blinkit. don't buy this app all vegetables are good , don't buy this app very very worst"
Service Feedback,delivery boy is well mannered.
Payment Issues,"don't trust blindly.""if you're ordering from this service, get a weight scale at home to verify... i have order half kg tomatoo..and received only 378 same 1kg potato received 820gram"
App Feedback,to easy and to comfort
Food Quality,produt quality is an average
Pricing Feedback,"very bad , agar ek bar order kiya mtlb , ab cancel nhi hoga bhale hi 20 sec kyu nhi hua ho ya phir 5 sec , modify bhi nhi karte hai , 🤬🤬🤬 bekar service hai 60rs ka saman mangaya aur 114 with delivery 🤦🤦🤦 bakwas hai isse accha toh society ke baccho ko 10 ka dairy milk ka bolke saman mangana hi sahi hai , third class hai , 0 star ka option nhi hai nhi toh vahi deta ek toh. saman mahenga aur uppar se delivery aasman par 🫥🫥🫥 don't buy pados ke baccho se mangva lo bhai "
Payment Issues,i ordered something then when i payed it said item unavailable still hasn't got my money back
Pricing Feedback,giving affordable price and maintain punctuality good service
App Feedback,the quickest of all delivery app..!!
Delivery Issues,it is a nice app things come 10 minutes
Delivery Requests,"good app for late minute needs. just one improvement that can be done in the app is that, there should be an option in which customers can inform and allow delivery boys to deliver the order a little bit late or the customer can inform the delivery boy to drive slowly. sometimes, customers don't need the items in 10 mins, so there should be an option to inform the same, to avoid rush and indirectly the road accidents."
Service Feedback,fast service and also good delivery partner which makes them way more better than amazon and flipkart
Pricing Feedback,thanks for the hot wheels that too in mrp
Order Issues,i ordered neck pain band there are no option to select a size order taken directly without selecting size . right now iam received l size this is not suitable for me and blinkit not showing return option. how can i use this neck band
Delivery Issues,very good experience always delivers very fast then expected
App Feedback,im loving it for using this app since 2024
Delivery Issues,"blinkit delivery service very fast zomato, swiggy , and other delivery partner"
Delivery Issues,"worst service,not even a single time they have delivered on time as promised and cost of the items are very high.not recommended to anybody.amazon 10 minutes delivery is best."
Service Feedback,i haven't received my order and the delivery boy not receiving my call i have already paid for it there is not return policy or not otp policy i have not received any message from my complaint this is my worst experience ever
Service Feedback,awesome app very fast delivery and polite delivery man
Delivery Issues,love it experience too quick
Payment Issues,doesn't offer cancellation if you paid before delivery even if you cancel it within second's
Pricing Feedback,"additional charges are increasing, like platform fees, handling charges, delivery fees etc"
Delivery Issues,"i have good experience with it, but the problem is that it doesn't deliver the product under 10 minutes as it takes 12-16 minutes to deliver the product. please solve the issue if you might solve. otherwise i like blinkit so much. i have ordered 3 times in this month."
Service Feedback,blinkit is good but delivery man is good
Order Issues,no bag for cassata ice cream
Service Feedback,better than instamart for sure
Delivery Issues,fast order delivery and easy returns 🤧
Pricing Feedback,you selling it at a higher price than instamart
Service Feedback,very fast and best service
Service Feedback,good behaviour and fast delivery
Order Issues,i need to cancel but it can't be cancelled
Food Quality,nice app.... i recommend your team to deliver the items fresh and as per correct weight mentioned in the app..then it will be better.
Service Feedback,my first order . satisfied
App Performance,this is real last minute app 
General Feedback,bahot acchi service hai ...or sabhi bhaiya ka nature acha hota h
General Feedback,very useful app .for any emergency it's very convenient.
Pricing Feedback,out standing bt now days blinket not offer any discount
General Feedback,"fast delivery, quality products, amazing service. thank you blinkit team!!"
App Performance,i just back the order page but still the order placed and there is no cancel option
Delivery Issues,cheating by adding rain surge instead of no rain since 01 hour in my and blinkit store which is 700 mtrs away only
Delivery Issues,very poor in terms of delivering on time
Delivery Issues,"not received in my location, person call me n saying not finding ur place come n collect the parcel from here. although i m in staff colony of hindustan gum and chemicals ltd bhiwani which is a famous company of birla group, if you can't find in a small town like bhiwani then what to acpect services from you guys."
General Feedback,very nice experience. delivery is always on time.
Service Feedback,"very poor customer service experience. most of the times, items delivered are expired and they have no process to replace such items. out of stock items are shown as in stock and once and order is placed those items are never delivered and not even updated as out of stock. customer support and service is absolutely useless and pathetic, they do nothing except apologizing and assuring to improve their services. writing this review after patiently waiting for 3 months for improvement. useless!"
Food Quality,atleast intimate products should be packed and wrapped properly. really dissatisfied
General Feedback,get delivered before you think about it.
Pricing Feedback,excellent. price is also lower than bb for many items.
General Feedback,very nice app for grocery and all delivery charges is low
Service Feedback,ismein koi mat bharo bula lete hain uske bad bolate hamare hath housefull ho gaya hai how time dete hain 9:00 baje tumhara interview hai
Service Feedback,very pathetic service and damaged product delivered. very rude behavior of delivery boy.
General Feedback,most of the time i order vegetables from this site.
Delivery Issues,fast delivery always... except few items everything is available.
General Feedback,good last minute delivery..loved it
General Feedback,good and easy to available
Delivery Issues,gud one and delivery very fast
Food Quality,quite fast delivery and quality is good at decent price . only thing needs improvement is packing as biscuits and fruits gets damaged due to pressure of other items.
Service Feedback,3rd class service. i canceled an order of rs.102 and still not got the refund!.. it's almost 1 week ! again they delivered the torn milk packet and not replaced. they r not bound to listen to the mails no authentic ph no.s ! totally rubbish! not recommended to use.
Pricing Feedback,good app but no discount and on coupons very disappointed
Delivery Issues,pleased with their service . expecting to get delivery of hard drinks as well from blinkit soon.
Delivery Issues,"mostly, my delivery partner comes after 15 minutes when their outlet is just 5-6 minutes from my house. the app shows they picked up my order in 2 minutes after ordering, but some of the delivery partners movement are so slow that they take longer than the time displayed in the app. i would request the concern person of blinkit to kindly talk to all delivery partners of our area and motivate them to deliver our products within the allotted time shown in the app."
Delivery Issues,very good and fast and better handling service.
App Performance,i just applied to cancel my order because i ordered it at the wrong address but the app is not allowing me to change the address or canceling the order the product packaging and conditions are not good i think they have to improve themselves more
Food Quality,bhot bakar food delivery kar ta hai expired food bhi
Delivery Issues,hopeless app...my first order delayed the chatoption is useless...never ordering from this app
Delivery Issues,very good app for 10 miniutes delivery
General Inquiry,printing facility is life saver
Service Feedback,product is not working. defective item. no refund option and no response from customer support.
Delivery Issues,great experience for delivery time
Service Feedback,"trash app no matter how much money you spend, zero customer support. absolute trash company"
Delivery Issues,bad aap this aap is not on time delivery and change item
Pricing Feedback,blanket badhiya app ismein thoda offer mil jata to aur badhiya rahata
Delivery Issues,in emergency best app in the world
Service Feedback,i'm having the worst experiences now a days. the delivery guys are misbehaving to us not coming to doorstep and telling us to come outside my home otherwise and the delivery guy telling me to cancel my order then i didn't cancelled my order he tried to cancel my order and gone back to store and not delivered my order at expected time.
Payment Issues,"scammers. derivative terms and conditions letter. after seeing the terms and conditions, the voucher is not usable. what you have earned for my 1000 rs order. misguiding me makes me uninstall zomato, install swiggy, and write negative reviews about you."
Service Feedback,such a poor aap with zero support with order my order is on the way and i wanted to talk to the customer care and i am not getting an opinion to talk to customer care at all no matter what opinions i select
Delivery Issues,"why are u not delivering items in nirmal block b, visthapit, rishikesh."
Delivery Issues,चालत नाही आहे वाटत कंपनी आई घालायला mdich ऍड देत आहे इंस्टाग्राम la अडला फोकणीचे 🥲🤣🤣
General Feedback,awesome service and good products
General Feedback,one of the best service .
General Feedback,jio mart and dmart is good then this
Delivery Issues,"i ordered at 10.30 pm , and it arrived in just 10 mins. thanks blinkit."
Order Issues,i orded a item. i got another item
Delivery Issues,fast delivery app i ever seen
Delivery Issues,ek saal se try kr rhi hu pr humari location pr available hi nhi h
General Feedback,tq blinkit u made my all days easy comfort
General Feedback,"blinkit is doing a good job, i appreciate the service they're providing. keep it up "
Pricing Feedback,rates are very high and no discounts
General Feedback,good app go for it sb kuch badhiya h product ki quality bhi mast aayi h or dilaver bhi 10 minutes m ho jata h product or parcel vale ka nature b mast h
Food Quality,was so quick and quality was also so nice
Food Quality,this gives quick delivery of decent quality.
General Feedback,"the best delivery app for essentials in existence, even covers printed goods and i love this as a student because at night while doing projects general printing stores where closed and blinkit came to save the day as they where there 24/7, thank god blinkit exists please never stop doing this."
General Feedback,"it's best aaap,i experienced that blinkit it provides all things within 15 mnt.it made our life work easy"
General Feedback,unbelievable and absolutely hassle free..
General Feedback,"very early reaching for customers, super super app"
Pricing Feedback,fast and quick delivery.....but prices should be little bit cheaper...
Delivery Issues,"very bad service. order any item, they just take it. on complaining, they say they will return it properly, and then send it two days late. this has happened twice. the service is very bad. because of this, i am now uninstalling this app thank you very much for such a poor service"
Service Feedback,customer service is very bad. delivery is very bad. no one takes accountability
General Feedback,the best aap the best service everrrrrrrr i really loved it
Food Quality,it was a very bad experience for an ordered product
General Feedback,"it's a blessing, solution to so many problems."
Food Quality,received a product which is going to expire in 2 days
General Feedback,best app to buy your daily groceries
Pricing Feedback,delivery charges are not free.
Pricing Feedback,good but rate is very high
General Feedback,awesome tat. the interface is just perfect and so is the quality of products. loved it. the range of products is also very wide. it's so convenient and time saving.
Service Feedback,items are delivered without carry bag and not to the door service. how can i pick multiple items from ground floor. it should be home delivery or deny for order
Payment Issues,worst service. after payment done order not placed and amount will be refunded in 5 days. why i suffer 5 days it's not my failure by my side. your technical errors loss my money and time. and no any customer support you have. never use again this blinkit.
Payment Issues,i rated this app with one star only because i have no other option. they have scammed 3 times on my order. i lost almost 900 rs on my order as refund and failure of payment. tbey deducted money from my account but never given items. we cant complaint or ask for refund. yes there is option gor refund. but we cannot check status of refund. they only give a date and rrn number. and then they will suggest please go to your bank for further details. rubbish and useless support team.
General Feedback,it always turns out amazing. delivery time always happens to be on time and i am highly satisfied up till now.
General Feedback,bahut acha hai bhai maja aaaa gaya bhai ooooh yeeee
Service Feedback,"this app makes fake promises. provides leaked items, and when we try to complain, they say , "" we have other big issues to solve"". another thing that happened in the same week is that, the app promised to make a refund but didn't do it!! uninstalled this app! please be careful before ordering"
Payment Issues,worst the delivery app my money is debited but transaction is failed so delivery boy after money other time sent money 3 to 5 days money return he said but not come my money
Pricing Feedback,u take handling charges without handling
Delivery Issues,it got cancelled again and again and even the management is too poor.
General Feedback,very good experience as of now.
Service Feedback,maine water order kra or mere paas aaya nahi delivery boy mere location per aane ke liye extra paise mang raha hai phone karke isse badiya zepto hai jo sahi kam krta hai
Payment Issues,"multiple times i got payment failed report and paid again, and two sets of the same purchase items reached me. their app sucks!!!!"
Service Feedback,worst service mene blinkit se charger order kiya tha usme charging pin hi nahi thi jb m return krne ko bola to saf saf mana kr diya customer care valo ne
Service Feedback,sometimes the people are rude
General Feedback,"trustful quality and reliable, hearty thanks"
Payment Issues,bcz coupon apply but not given discount so
General Feedback,"love blinkit  super fast delivery within 12,13 minutes "
Food Quality,they dump expired goods. ignorant customers buy expired goods. i got an expired drink from blinkit. very bad experience. my brother got sick after drinking it. max to max they give a full refund. no apologies for providing expired goods.
Pricing Feedback,all is good but it takes handling charges but vegetables and fruits are very fresh
Food Quality,bhut khrab kbhi koi mt lena
Food Quality,really good! but once gave me a product which was a bit damaged so that's why giving 4 stars not 5.
General Feedback,best ever app in india  i just love blinkit u order and they are at your door just like that 
Pricing Feedback,happy but sometimes price more then actuall price
General Feedback,truly unbelievable service dilivery get under 10min too good
App Performance,full of glitches and remove items from bucket automatically
General Feedback,"it is a very good application, the product is also good and gets delivered quickly"
Payment Issues,worst app...takes payment n then says payment failed...no customer care number to contact just a bot
Food Quality,packing standard not good . always broken packing
General Feedback,good and nice option for this generation 
General Feedback,nice grocery app in our small city
General Feedback,good service  nd thanks or late night service also 
General Feedback,"quick service , good products and great prices."
Service Feedback,could not even cancel order which was done by mistake
General Feedback,really a innovative aap..best and most useful app in day to day life
Service Feedback,contacting support is a nightmare
Delivery Issues,my order not reached until 50 minutes.....the delivery guys lying he call me lot of time...but he lying....i didn't like blinkit service
Pricing Feedback,this app is very poor because inke pass koi cancel option nahi hai and i order something jiska price normal tha lekin unhone uska price badha kya hamein bataya. or delivery man ke pass cash nahi hota this is so bad. my opinion go and purchase you want because the charge 20rupees product to 50 rupess
Pricing Feedback,in a second unavailable in a second available with surge fee making fool
Food Quality,vegetables and fruit quality are not that good nowadays.
General Feedback,it is very good app. it delivers very fast within 10-15 minutes. it do not lack also.itgives fresh products
General Feedback,very useful app and help in last movement i shared my experience with you i have ordered something on the time of 10:11 it is very useful app i really like this app
Pricing Feedback,above 199 they will mention no delivery changers. simply they will charge handling charges instead of delivery charges
General Feedback,everything i need is on blink it i really like it
General Feedback,best service with very good packing. best app ever seen. it's not like zepto which doesn't pack anything still they charge for handling and all.
General Feedback,this app is very nice for everyone
General Feedback,imagine the product...and blink it has it thank u for the amazing service
Delivery Issues,"always on time , and precise location"
Pricing Feedback,"there is only 1 thing which i don't like, which is that they take delivery charges in most of the case..."
General Feedback,very nice and good service...
App Performance,bahut hi bekar app hai location hi set nahi ho rahi hai location set nahi ho rahi
Service Feedback,customer care poor service no customer care number no ticket erase option mera account 15 din se nahin chal raha hai customer care se help nahin mil rahi
Service Feedback,their support system is cheap every thing is hidden you can not connect easly
General Feedback,packing and delivery time management is very nice
General Feedback,excellent delivery experience! the package arrived on time and in perfect condition. the delivery person was polite and professional. very satisfied with the service
Pricing Feedback,price are high as compared to market
Order Issues,"in the last order, there are some issues r there"
General Feedback,"user friendly interface, seamless experience"
Pricing Feedback,"blinkit is a total lifesaver! i’ve used it dozens of times when i ran out of essentials or needed something quick. the delivery speed is insane.super useful when you’re cooking and realize you’re out of onions or milk . the app is smooth, easy to browse, and has almost everything — snacks, fruits, toiletries. the prices are a bit higher than local stores, but for the speed and convenience, i don’t mind.only issue is sometimes the things needed are out of stock. rest good."
Product Availability,"waste of time, you spent time in search of some good stuff and end up reflecting no availability."
Pricing Feedback,very high price no affordable for ordinary family bogus
General Feedback,"fast service , almost all product available, great app"
Pricing Feedback,you guys are charging extra
General Feedback,one in all. really helpful & useful
Service Feedback,not happy with customer service.swiggy is better
Food Quality,good service and good quality
General Feedback,very pleasent and accurate updates suggestions
Food Quality,"boat hi bekar company hai ek dairy milk silk mangvaee thi 100 12 rupaye ki 20 rupaye ki chocolate takda raha tha  to isase achcha tum bhi is app ka istemal mat karo real hai yah chij main jhoot nahi bol raha agar bling kit wale yah chij dekh rahe ho to is chij per gaur karen na to space sex kaarvayi kari jayegi bus mera yahi kahana hai ram ram,"
General Feedback,v gd service and other things is also gd
General Feedback,good delivery service. i am so happy.thanku blinkit..
Service Feedback,"the food and grocery items usually arrive on time, and even if there are some issues, they can be changed — that part is fine. but when it comes to ordering jewellery items, there is no return option. that is really bad. if the customer doesn’t like it, or if the person they ordered it for doesn’t like it, there’s no way to return it to blinkit."
General Feedback,this blinkit service is very good
General Feedback,it is best the delivery guy is so best an give 5 star only for delivery guy
Payment Issues,unable to cancel order which placed wrongly
Delivery Issues,time par delivery kabhi nhi hui
General Feedback,good service and no rain fee as zepto
General Feedback,it makes life little bit easy
Food Quality,jo aapane mushroom bheje na pura sade gaya hai pura kharab ho gaya
General Feedback,swift and guaranteed delivery even during bad weather conditions.
General Feedback,"amazing,gets everything to my home quick and fine"
General Feedback,on time delivery perfect app
Payment Issues,note cupar and not receive gift box only sacm
Pricing Feedback,this is a good app for online shopping but there are no offers for articles
General Feedback,good service for instant or something immediate requirements fall in your home or office.
General Feedback,very fast delivery with neatly packed
Food Quality,the app is careless in terms of delivery.sometimes the items are missing and sometimes they give spoiled milk.
Delivery Issues,today very delayed services taking 30 mts
General Feedback,it is a best web to purchase items
Delivery Issues,delivery and surge charge added after that till half hour and hour product not delivered
General Feedback,loved this app more than any other app
General Feedback,it's way better then i thought
Product Variety Requests,this app is very easy to use.. mostly i got my orders in 8-10 min. plz add more gift items for adults
General Feedback,good service and best quality product delivery on time
Product Variety Requests,"timely delivery is the plus point,u people dont keep family bread and other big brands and keep selective brands,give us every choice"
General Feedback,it's really good and helpful also easy to use...
General Feedback,very nice and good app
Delivery Issues,very late service from the manikonda if ur doing late services don't give time to deliver
General Feedback,it's a good app for ur kitchen need in emergency.
General Feedback,this is very useful app
Food Quality,i have been a very loyal customer thus far but my recent experience with them has been absolutely pathetic. they are selling items of cheap quality and then don't even process the return! chat support is utterly useless and they keep closing the ticket without even providing the resolution !!
Order Issues,this app is not worth buying ....delivers the wrong item 
Food Quality,it was good someday but now it's trash
Pricing Feedback,vagitable quantity s per rate day small quantity
Delivery Quality,bliket is a best solution either we have to go market in rain or sunny day my dilivery experience was very nice what yours dilivery experience
Delivery Quality,"no issue at all , timely delivery and perfect packaging and quality"
Delivery Quality,mind-blowing on time such a loveing and respect full all them 
Delivery Quality,aisa aap aaj tak nhi dekha 1no. hai
Order Issues,hey i order a fountain pen and they don't get it  i am very angry  how to search order id in blinkit
Pricing Feedback,good but some delivery charges is lot beyond scope
Service Feedback,not good as i got the open boxed and no support from customer care.
General Feedback,they are fast at delivery
Order Issues,my friend just ordered oneplus buds 3 from blinkit and empty box delivered from them. worst experiences ever.
Food Quality,some times good stuff but improve quality
Service Feedback,the services very nice but they are very rude employees
General Feedback,"very good service, you can order anytime."
Payment Issues,with hidden policies cheating customers
Pricing Feedback,too much delivery charge . as comparison to insta mart tooo much expensive
General Feedback,fast delivery and safer than other and authentically products
Pricing Feedback,always show surge charges during 6pm to 12 pm in rohtak haryana
Payment Issues,why cash on delivery is not possible 
Delivery Issues,to late order they show 8 mints i order food on 10.20 but its 10.30 the order will not recived order recive in 10.45 so disgusting
General Feedback,"good experience ,i like it"
General Feedback,i have a good experience.
Food Quality,they send bad quality items and then there support staff is not helpful either. they don't refund or replace. they just say sorry and that's it. wouldn't recommend.
Service Feedback,need to enhance customer care
Delivery Issues,late delivery and we want 200percent discount
Payment Issues,money debited from amazon pay but order failed..no option to raise a ticket or customer care..not good
General Feedback,good service as we are nearby to the blinkit hub
General Feedback,this is a very good delivery app i am very happy with blinkit my girlfriend works as a picker in this blinkit badshahpur......
General Feedback,such a great application for urgent small thigs delivery
General Feedback,this is very fast delivering
General Feedback,"this app is amazing.i would love to appreciate this app, i love blinkit "
General Feedback,blinkit is best delivery app for anything .
General Feedback,yes this a awesome delivery app . it gives all the order with in a minute
General Feedback,clear mentions and easy to navigate and use
Delivery Issues,"always late, never delivers in time. 11.15 to 11.16, to 11.25 to order cancelled."
General Feedback,good product and great service
Delivery Issues,it's been more than 30 minutes that i have placed the order and still no delivery partner has been assigned. moreover they are not giving option to talk to any customer service person and charging fees for cancellation as well. worst service ever!!
Pricing Feedback,fast but expensive products .
General Feedback,india true fastest delivery organisation.
Payment Issues,"it was a really bad experience, i paid twice for the same order. have shared both payment screen shot details then also they are not able to identify and arrange for refund. it's been more than a month."
Delivery Issues,waste app not reaching on time
General Feedback,it's better than any other apps
Food Quality,"fast delivery, but quantity of the vegetables are not good ."
General Feedback,excellent very useful full thanku
General Feedback,delivered everything on time always have everything in stock
Delivery Issues,delivery very slow and riders waste time always
Pricing Feedback,takes too much deliverey charge
General Feedback,nice app it can extualy send order in 10 minutes
General Feedback,best blinkit doing in naigoan
Pricing Feedback,no coupon and extra handling charges
General Feedback,10000000 times better than that swiggy instamart
Payment Issues,cod available ni hoti h payment failure boht hota h
Service Feedback,"extremely disappointing customer service experience. a duplicate payment was made by mistake, and despite multiple attempts to contact support, there were no clear contact options provided—only an email id. even after several follow-ups via email, there was no proper response regarding the refund. i wouldn't even consider giving a single star."
General Feedback,service bahut hi achi hai
General Feedback,it gives an 100/100 performance
General Feedback,best service. no competition. the real og! 
Pricing Feedback,veryyy good service and having a extra charges but it's okay the service is good
General Feedback,"absolutely amazing service! blinkit is super fast and reliable—my order always arrives within minutes, and everything is fresh and well-packed. the app is user-friendly, the delivery partners are polite, and the range of products is huge. it has made grocery shopping so easy and stress-free. highly recommended!"
General Feedback,good app for ordering grocery
Pricing Feedback,great app but no offers being provided....
Service Feedback,blinkit doesn't care for privacy of their customer.
General Feedback,blinkit has always been my savier because he always helps me in my need and on in time. 🫶
Food Quality,the cold drink is not cold
General Feedback,a great experience for delivery at odd hours as well
Pricing Feedback,handling fee shouldn't be there
General Feedback,they deliver it when we need it
General Feedback,"great and helpful app. i used alot in bangalore and now transferred to shillong, stil it is working here."
Payment Issues,this application works fine but i am trying to place an order for past two hours it doesn't allow me to make payments by cash and up though i have no previous issues with orders. today i added amount to pay via blinkit money and it still doesn't work. i have noticed blinkit is prone to cause inconvenience. where can i add a snip as evidence
General Feedback,fantastic app ...just awesome experience
General Feedback,best online delivery app in bijapur
Food Quality,very good experience but packaging not good as we expect overall delivery very fastly and right product delivery that we order
General Feedback,amazing experience with blinkit as within 10 minutes we got our order everytime
Order Issues,i get wrong item in my order. no one is taking responsibility for this thing. there is no any option to report a problem. this is an irresponsible act.
Order Issues,the order are getting replaced these days...joh kiya woh nahi ata ..joh unke pas hai woh bhej dete aur fir refund bhi nahi krte
Payment Issues,useless app. it charges money twice and does not provide any way of resolving the issue.
Payment Issues,"whenever i go to order something, these blinkit say that cash on delivery is not available right now, but when my cousin ordered something from blinkit, it showed cash on delivery available on his phone."
General Feedback,very helpful at d time of need
General Feedback,very nice app for grocery shopping.
Service Feedback,service was too poor ... delivery man was misbehaving with all of us
General Feedback,very fast service with good discounts delivery partner is also good & polite i recommend this application to my nears & dears
General Feedback,"never disappointed, really very helpful and service is owesome "
Pricing Feedback,it's good bt plz give more discounts
General Feedback,"fastest delivery in the world, safe prodect and nice behavior of blinking boys. now i can see ""badalta bharat"""
General Feedback,best app for quick service
General Inquiry,"hi, brother blink it me hot wheels milte hai kya"
Delivery Issues,tat brached but order not delivered
Service Feedback,apne staff ko bolne ma tarika samjhao baat karne ka tarikanahi hai yeh bhaiya bhaiya karte hai
App Feedback,blinkit is best grocery app it helps a lot and it's printout feature is absolutely amazing
Order Issues,merged with zomato and took wrong address to deliver
General Feedback,within 10 minutes at our doorstep  what a life!
Pricing Feedback,delivery charges should be less
Order Issues,(android) i didn't getting same products which is same of my roommate getting (ios)in same location in same time
General Feedback,after a long wait we now can enjoy the benefits of yours in our locality in ganga bai ghat nagpur
Service Feedback,delivery boy ko paisa nahi dete ho kay? banda delivari nahi karna chata
Pricing Feedback,not all products they have and prices are so high you charge so much expense delivery and etc
Feature Requests,do not cancle order on 10 min delivery .so add the cancel order option
Food Quality,i ordered ash gourd. they removed the root ( kada or thodima in telugu) and delivered. its not useful to use in pooja
General Feedback,superb in rain i received early tq u
Pricing Feedback,"this app helps me to get all those items that i need at home. now, i don't have to run in every superstore, grocery store and markets for my basic needs. prices are little bit higher than amazon, but it's ok for me cause it's saving my time and energy. delivery is quick and handling is also very well done and commendable. so kudos and !"
Order Issues,i have ordered a usb cable and they sent me an old product and it is not working as well... and when i raised a complaint they didn't respond to it never use blinkit
Delivery Issues,it takes approximately 30 minutes to deliver
General Feedback,it's a good web site
General Feedback,delevery service is very better then other app
Payment Issues,i order but not showing payment mode last payment option considering and unnecessary facing issue and not resolved my query
General Feedback,very good app for ordering anything 
General Feedback,very helpful in emergency case
General Feedback,has changed the life of people at rishikesh positively.
Service Feedback,blinkit company is a complete fraud.
General Feedback,very fast service ‍🦺 & all items available
General Feedback,mast h 1 sec me saaman aaja ta h
General Feedback,always on time .very easy to use
