topic,review_text
Delivery Issues,take to much time to deliver
Food Quality,i had worst experiences with the services provided by the swiggy instamart . they are delivering the expired products. by complaining about this they are saying we will give you ₹50 rupees coupon ₹20 rupees coupons. everybody check the expiry date before consuming the items delivered by instamart.
Complaints,"worst platform, stop doing dirty business"
Complaints,"they just bring the food from the restaurant & no service at all. no time guarantee, no package responsibility & charges just add extra on to the bill. far away from special not the basics covered."
Delivery Issues,everything is nice product quality is very nice and valuable but delivery yook time means half and hour
Payment Issues,"when i did not confirm payment in any upi mode, swiggy already confirmed my order via cash payment mode. after this issue, i called the customer support of swiggy, and he charged me the complete order amount in my next bill. totally fraud app"
Compliments,very good service and timings good 
Delivery Issues,"worst services as usual but this time crossed all the limits, as i recieved my order 1.5hrs late ,was supposed to recieve within 25 mins, i understand the weather but the agent gave excuse that he had many orders but that's not my look out, peopl here were waiting for the order and finally gave up. is this the reason you people charge 52rs for delivery plus rain charges like serious rain is that even to be charged? sorry but give me the refund, you people charge so much than the other food apps"
Complaints,swiggy is a scam. dont take swiggy one. they will stop responding to you. the customer service is worse. they simply delay the response.
Compliments,i just done two cod order for my dinner lets see how they will service me but then also i m giving you 5 stars
Complaints,no comtact details of restaurant
Payment Issues,they don't refund or give u any amount and ager galti se bacho se cancel ho jata h to b kuch help nhi krte middle class logo k liye bahot badi baat hai .. i'm referring to uninstalling the app to all my family and friends
Food Quality,update: happened again. rotten food delivered. once a fraud always a fraud. restaurant send me rotten food. when i contact support nila she left the conversation without solving my problem. another support just give explanation that it will never happen in future. really? one of my family member started vomitting after having the food. zomato is far better than swiggy because they take actions against these kind of restaurant and their support is far better than swiggy.
Payment Issues,"i have ordered by mistake. and cancelled within one minute,also restaurant didn't accept my order yet. but i got 100% cancellation fee."
Delivery Issues,ice cream boxes had milkshake instead of icecream
App Performance,worst app ever it' been 1 months and i'm unable to log in due to too many failed attempts error. asking for previous logged in no..
App Performance,the app starts to glitch and stops the whole app from accessing yet because of this i wasn't able to keep track of my order and also the items in restaurant were updated whether if they were in stock or not.. pls fix it
Complaints,first they will make promise then they will tell you that we didn't made any promise
Pricing Issues,you guys take the money for packaging and do supply with the correct product which was order and close the case without even considering that the tax and packaging is calculated on the entire order is this how you justify by just giving 34 rupees...  are you guys there to just to take money or actually want to serve what you guys claims... if this the kind of service you guys are planning to give then i am sorry i have better apps who can do better than you guys..
Payment Issues,why was feature to cancel order for a duration of 10 sec was removed? if i select the wrong address i have to pay full amount for cancellation.
Delivery Issues,delivering at 12am.my fav is swiggy..not evn zomato
Food Quality,"i have ordered instamart order in the instamart section, the product is labelled with different order number and different (past) delivery date. also when i opened the box the serial number on the box and on the product are different. which means the box is already opened before delivery. when i asked about it to the executives they told it will not happen from the next time but not talked about the product which has issue now. i mailed the related issue but no reply. worst experience"
Delivery Issues,"worst service. wrong delivery, order interchange, late delivery, unauthentic restaurants"
Complaints,alot of times i received the food and insta mart products either damaged or wrong but whenever i will go for help there they will just close the conversation by saying we will make ur feedback is reached like that money is waste here zepto and blinkit customer care services are so much better compared to swiggy they will ensure that my issue is solved
Pricing Issues,"it's convenient but yes it's really expensive too. many kinds of charges, handling fees are there and if i compare it to other apps it's quite high in price. however, service is good. so i gave 4 stars."
Complaints,"third class service plz don't use swiggy, use other option"
Complaints,third class customer service as
Payment Issues,good but the cancellation policy sucks
Compliments,this delivery app is the best app.....
Complaints,refund received on time and timely action by yusuf
App Performance,"swiggy is not putting my new number and even though the otp is being put correctly, still the new number is not being put. there is no responsibility whatsoever from swiggy towards the customer. it is a very useless app. please put my new number."
Delivery Issues,one item from my order was missing and they only offered me apologies instead of refund or action against the delivery partner or restaurant. the item was worth 375 and it's not a small amount for me. besides they closed all my conversations and queries raised on the app from their end. made me write a mail to their support only to get another empty apology. i need my refund or proof of action against the relevant people.
Pricing Issues,swiggy bohot bekar food app hai bohot jada delivery charge leta hai
App Performance,"make sure the swiggy instamart orders, it's dead lock we using this type of delivery apps to ease our daily routine not to complicate. don't know the developers aaware about it or not"
Pricing Issues,dilevery charger ar too high
Complaints,this a very nice and very trusted
Delivery Issues,not arriving in time it's very bad app. i don't suggest this app. it took 2 hours delay
Complaints,very fast delivery and kind person thakyo swigy and dominos
Complaints,osam no 1 swiggy app
Delivery Issues,i am getting it 1st time after a longtime delay and multiple times mail.
Complaints,it's very helpful when you have hungry tummy
Delivery Issues,"would have given a zero if it were a possibility. i placed an order for a dosa at 9.07 pm for which the app said the estimated time is 35-40 mins. the food was delivered at 10.46 pm that is more than double the estimate shown. and that is not it, when i called the customer care before the food was delivered, the executive was like rest assured we will provide a solution. but after the delivery, the customer care executive was here's inr 45 for inconvenience caused. worst food delivery experience"
Complaints,bad service bad agent bad delivery time bad calling agent's
Pricing Issues,nise price and lots of discount
Pricing Issues,rate too high in this platform
Complaints,nice app give so many offers
Delivery Issues,"worst app ever. dont order anything from this app because they are fraud. its better to order from zomato. i got cheated from a restaurant by sending wrong item but no apologies, no replacements no refund ever. also, wirst customer service ever. irresponsible app & fraud"
Delivery Issues,poor experience as usual always deliver incomplete orders
Pricing Issues,deliver charge nhi lagta to company or grow karti
Delivery Issues,"pathetic experience with swiggy food delivery and instamart app both deliver incomplete items , i have now realised it's better to install zomato."
Complaints,no customer support they have started an ai bot which gives predefined replies
Food Quality,no comments so poor quality food
Food Quality,i have order food and it was stale and they are repeatably give the same response to revert back email
Pricing Issues,please for new coustomer to give us more offers.
App Performance,add the year after date of previous orders
Delivery Issues,no after sale service complete order not delivered
Delivery Issues,"they are an adequate service, agents are helpful with refunds whenever needed. but nowadays, there is no 60 sec window to cancel food order with zero cancellation fee, that ruins the experience sometimes."
Pricing Issues,aap log 138 dikhate hai aurrr rupay bda dete hai ye thik nhi hai
Delivery Issues,"worst app i've ever seen,i mistakenly double ordered,i contacted customer care immediately and they said can't cancel 100% cancellation fee and 10min later which i want to cancel that came first but which i paid already came very slow 🦥.best money robbery app "
Delivery Issues,you guys can absolutely try this app if you want your ordered is delayed for approx 1 hr. and still there in no any satisfactory reason from the support this . 🫩
Complaints,farji partner rakhte ho beech me se khana nikal kr kha jate h
Delivery Issues,i request you to try to reduce your delivery time.
Delivery Issues,"swiggy is a big fraud. i had ordered a specific soup on the swiggy app, but they sent a different one. when i contacted their customer care, they did nothing except say sorry after 2 hours . i asked them to take it back and deliver the soup i had originally ordered. they didn’t do that. instead, they gave me a ₹60 voucher, which has no use .i kept ordering the same dish from the same restaurant repeatedly—once from zomato, once from swiggy. the price is the same on both app."
Pricing Issues,it's completely dry outside for the past 1 hour however i am being charged rain fee for my delivery. why??? a waste of money.
Compliments,working nice phle peet puja fir kam duja nice swiggy
Compliments,very nice delivery and very nice food. thankyou
Delivery Issues,"my order was delayed unnecessarily, and when i contacted your support to cancel it, i was outright denied, despite clearly stating that the food would arrive cold. your executive simply assured me it would be prioritized — yet it was not. after delivery when i raised concerns about food quality instead of taking responsibility, support team brushed it aside and asked to write mail and ended the chat. such a pathetic behaviour which ended in hating swiggy forever."
Compliments,"great discounts, quick service 🥘🥪"
General Feedback,tu hai tau main hun
Payment Issues,"swiggy is a scam! charged me rs 300 for cancelling an order with no warning—pure theft! their customer service is a joke, offering robotic replies and zero help. this app hides unfair fees behind a slick interface. i trusted swiggy, but they betrayed me with sneaky charges and no support. avoid this untrustworthy app! switch to better platforms that respect users. save your money and sanity—stay away from swiggy!"
Complaints,maine order galti se kar diya 1 minute me maine swiggy helpline par call kiya inhone koi help nhi ki bakwas app hai zomato best hai
Complaints,"i am extremely disappointed with the customer service provided. there is no contact number to reach out for urgent issues, and the replies on email are completely unhelpful and unsatisfactory. the chat interface is poorly designed and barely resolves any concerns. overall, the service quality is pathetic, and i will never be using this app again. it's a shame that a company like swiggy has such an unprofessional approach towards its customers."
Payment Issues,this is is adding extra money for cancellation fees?? what is this???
Compliments,delivery price bahut acchi a rahi hai sabhi log use karo jyada se jyada log use karo bhai
Complaints,worst care you cant call them they will not call you .they dont value your time
Delivery Issues,worst service they delivered me wrong order i completed in app and mail on 10jul but till now no rlp to it vv.worst service
Compliments,this is very good app for any season for feed delivery.i like it
Delivery Issues,"sharif bhai restaurant will accept the order. no one will help. and agent will never get assigned. they will keep on extending time. at 12.45 am ur amount will be refunded, but by that time all other restaurants will b closed."
Delivery Issues,very bad delivery services. food doesn't reach on time.
Payment Issues,very much dissatisfied about cancellation policy.
Complaints,customer care service also wants kannada language support.
Delivery Issues,bad experience i have ordered show fake time it gona 1 hr but showing only 10 min
Delivery Issues,the order placed don't get delivered very bad service
Delivery Issues,item missing from my food no chat support service didn't help did not connect to executive and closed the conversation automatically
Compliments,"best services ever, also the delivery person are kinded"
Complaints,worst app a never seen like that
Availability Issues,there is always offers available not like zomato that just give u offers in first 5 orders i love that i order allot by far for me swiggy is grate one thing i don't like is some restaurant which are open in zomato are closed or are about in process in reopen or are under in maintenance other then that i love this app
Pricing Issues,"fast , good , expensive "
Delivery Issues,very third class service the order is delay and customer care pr koi response nhi aata aur delivery partner ki galti bhi swiggy wale humare upar hi penalty lgate h swiggy ki delivery service bhaut bekar h
Delivery Issues,ch×tiye log kuch kaam nhi hai discount dete hai phir order delay krte hai taki customer frustate hoke cancel krde aur customer ke paise kha sake
Complaints,worst app i ask people to boycott swiggy and use zomato blinkit
Food Quality,"swiggy instamart is a scam ,they will provide expired food and items are missing"
Payment Issues,"worst app. if your payment failed due to network issue, you will loose payment voucher. there is no way get back. support is pathetic."
Delivery Issues,most of the times delays in delivering parcels and worst customer service
Delivery Issues,lol 1 hour to deliver food after pickup what an amazing service in patna main area 
Complaints,very bad experience from swiggy.
Complaints,i suggest you rather order from other food delivery platforms it's better to go out yourself rather than ordering from swiggy . never gonna use this app again.
Delivery Issues,all my recent orders are delayed wayyy tooo much ! it shows 30min... it will take 50min
Complaints,"useless app and worst service . i ordered food at 9pm and they cancelled my order at 11pm, useless help desk keep repeating one word - we are checking , neither the delivery agent picked phone not their customer . wasted my time, mood and hunger ."
Complaints,"baksa paise lete hain order place nahi krte, kya krte hain pata nahi, kabhi kisiko nahi bolunga ye use kro ,,,, uninstall krna pada"
Delivery Issues,ye bahot bekar plateform hai sabse khatiya isse kuch bhi order nhi krna chahiye ek toh timing denge 30to 35 min to deliver aur 40 mint tk ye order repair nahin karke dete hain aur agar aap cancel kar dete ho to aapke pure paise order mein hi cut jaate hain aapko refund ek rupya bhi nahin milta hai isliye swiggy se kuchh mangwana nahin chahie sabse kharab platform swiggy swiggy ko india se band kar dena chahiye
Complaints,looks like we need a another contenders for food delivery. bad customer experience.
Payment Issues,just because of some urgency i cancelled my order 1 time and the cancellation fee is high that i can't pay. because of this issue i am using zomato from past months which has high delivery charges. i tried to reach the customer care and also tried the swiggy bot but no use... whats the use of customer care if u can't reach ur customers real time issues. tried to request multiple times to dismiss my cancellation fee but can't reach out. because of this i have uninstalled swiggy. thank you swiggy
Food Quality,very worst app i order an food its spolied food and come bad odor very worst there is no response from the restaurant worst of money and time
Payment Issues,ata akdam bekar onek dam nei cancel er jonno o 100 taka age theke niye nei faltu app
Complaints,"never from this app again, many fake outlets"
Complaints,really disappointed with the customer service. i received a damaged product from instamart and the customer team is not coordinating with me for refund. there's no value and respect for consumers money....blinkit is better
Complaints,"amazing customer service. be it instamart or food delivery, you can expect the best support only from swiggy."
Complaints,customer care do not have the basic courtesy to call back when the call was disconnected from the swiggy side. did not receive the refund for the missing order. worst customer experience.
Payment Issues,i was mistakenly placed order which was cost about 368 when i noticed i was went to cancellation within a second but it didn't cancel my order and charging for next meal. it was unfair
Compliments,exceptional experience especially in metro cities.
Compliments,nice bhai aap bhi bahut achcha kam kar rahe ho
Competitor Feedback,swiggy vs zomato zomato is really swiggy is not really
Compliments,osm application with offers 🫴
Food Quality,good service of swiggy good quality
Delivery Issues,"a person orders after 12 hours shift and you assign the delivery executive to deliver another order aswell. take extra delivery charge but use a little brain. if it takes 1hr to deliver can't i cook. i spend atleast 30k a month for swiggy instamart and food orders. from today it will be zero. and whoever came up with idea to use ai chat bot without proper model testing, slap that idiot!!"
App Performance,you are not let driver
Compliments,it was always been my friend and brought happiness to make my day .
Food Quality,"delivery service are good, but food quality is very low pls improve our food quality"
Pricing Issues,"high demand surge fee 30, low demand fee 40, why bro "
Complaints,"bakwas instamart, driver says to cancel the order . if driver wants then only you will get order on time"
Delivery Issues,worst app ever. every time order they give multy orders to one delivery partner. very very late delivery. worst worst worst. uninstall everyone.
Complaints,worst services they are offering no option to call support chat bot is not understand your concern delivery boys are unprofessional they are not responding on calls and suddenly order got cancelled and we are fully charged. if i need to go out side to take the delivery what is the point of ordering online 
Delivery Issues,"the worst food delivery app. today i had placed an order at 9.20 and as i needed food really quick, ordered it from nearest outlet only 15 minutes from our place. the app was showing on time whenever we checked. we tried calling delivery partner and dint answr calls.then customer care after long wait of 5 to ten minutes told they will assign new partner at 10.25. again we waited and it was showing new partner picking up order. then swiggy called told it's cancelled at 11.15. worst worst."
Payment Issues,not good fake for coupons didn't liked 
Food Quality,don't order from this app instead go and buy your groceries they send damaged products and don't issue refunds!
Complaints,bohot hi ghatiya app hai logo ke sath fraud karti hai logo ki majboori ka fayda utha kar unke paise kha jaati hai aur khana bhi deliver nhi karta hai aur customer care par call karne par ya to call uthata nhi hai ya uthate hai to humari policies esi he vesi hai keh kar call cut kar deta hai....meri nazar me is app ke owner ko jail me daal dena chahiye ya iske customer support par zara padhe likhe logo ko bethana chahiye...
Pricing Issues,prices are so high than in shops and added delivery charges also but speed delivery 
Delivery Issues,swiggy is better it brings food on time
Payment Issues,i have faced so many money related issues with swiggy it's so disappointed so that's why i am quitting from swiggy
Food Quality,"a terrible experience on 13-7-2025 received expired product,i had communicated with swiggy team and a refund was initiated still not added in my swiggy wallet and i want to connect with chat unexpectedly unable to connect with, just want to know what's the status and when the refund amount will be added."
Complaints,worst delivery and worst. service by company...... 
App Performance,very bad app what a down fall
Food Quality,swiggy service is bad it give me expire real juice
Compliments,excellent super response swiggy is best
Pricing Issues,"discount structure should be improved, free delivery option should be extend for above 7 km"
Compliments,good service  i am satisfied 
App Performance,99 store is not showing on my account where it is showing on my friends accounts
Pricing Issues,"poor service and fraud people business. i ordered from the restaurant which according to them was under 7km before one month and delivered free for swiggy one customer but now they are showing that the restaurant is 7.1 km from your house that's why they can't provide free delivery. when they started swiggy one they provided 12km free delivery, after that they modified and provided 10 km and now they are providing 7km. but the restaurant which was under 7km is now 7.1km... fraudsters..."
Delivery Issues,orders cancelled again and again
Complaints,"very bad experience, the delivery guy took otp and then didn't even give the food he just took it and went home. not only this but the customer service didn't even take any responsibility. don't trust this app."
Food Quality,very bad experience do not use app all fake items
Delivery Issues,"very nice app. but one star less for missing items some times and cause inconvenience by long process of help and then refund..but surely it refunds. but one suggestion i give that plz check your stocks and update as per it please do not show item available although its not available,this is main problem causing missing items."
Payment Issues,very bad they are taking all the money after the order is been cancelled
Payment Issues,this app is a scam read their policy it made to scam you they write they can charge you 100% order fee in the name of cancellation of contract so if you select wrong address and cancel your order they will charge you without sending the food ! worst biggest scamming app not only that if you report safety incidents instead of taking action against their delivery agents they will deactivate your account haha what a joke
Complaints,karimnagar valu indhulo oder chayakandi delivery partner oder delivery chaytledu cal chasta nenu delivery partner kadu antunaru
Complaints,"swiggy is no more is empathetic or customer first like it's competitor. no humans on chat support yet, system/ai doesn't even understand what the problem is."
Delivery Issues,deserve 0 star .... worst ever .... delay almost 2 hours.... 0 star is also not enough...
Pricing Issues,i scratch a total of 20+ scratch coupons but every time it's shown better luck next time. if you don't want to give anything in those coupons then why do you provide us for fake promotions.
Payment Issues,if prepayment is done swiggy delivery boy cancelled the order and refund froads will occurs also but swiggy don't look after.
Food Quality,"delivered expired item, refused to take back,,worst"
App Performance,user interface should be more easier.
Payment Issues,new scam of cancellation and less refund than what you have paid
Complaints,mostly good with nice service and app ui
Pricing Issues,i have bought one lite... food on my app is now more costlier than a normal user(my friend)... what's the benifit of buying the permium then.
Pricing Issues,rate kuch hote hai or jab oder karo to kuch or ho jate hai.
Complaints,worst app ever no customer support. very very poor.
Complaints,this app is very helpful i love it
Food Quality,"the item that was delivered was in a cheap condition that was found to be in a local street shop, tasteless. anyways it's my first and last order i guess."
Pricing Issues,"unnecessary rain fee, even though no rain happening nearby, citing some rain- intelligence input."
Pricing Issues,order yaar bahut mahange mahange aate hain aur kam karo
Complaints,"app quality has declined severely. the driver's calls keep disconnecting, and you have to call them yourself. the cancellation policy is poor and cannot resolve issues. the drivers themselves are always late and often rude"
Complaints,very bad app no response from the executive i have got a lot of tym missing order
Complaints,scammers ...chir hai 1 no ki company restaurant k saath mil k scam krte hain or complaint kro toh ignore krte hai ..... ver very bad service... zomato is good
Pricing Issues,the price is very high compared to other apps like zepto.please don't use swigggy
Food Quality,i have ordered a mosquito bat. which was not working they are directly saying to check with dealer brand worst experience. don't buy any products in instamart
Delivery Issues,yeah so swiggy just canceled my order on train and doesn't alloy me to reorder and now i will have to sleep without food yayy... atleast zomato doesnt cancel at 10.54pm just 10mins before reaching the station.
Delivery Issues,totally disgusting. order has not arrived even in more than one hour. they are not even able to give any update. worst customer service.
Complaints,excellent service fast delivery thanks swiggy
Delivery Issues,order always let ... time pe kabi bhi delivery nahi hota hai
Pricing Issues,"i saw a rs. 130 discount offer on swiggy if i placed my order within 10 minutes, but after ordering, i was charged the full amount. this misleading pricing is frustrating and damages trust. swiggy should ensure that offers displayed are correctly applied at checkout to avoid disappointing customers."
Payment Issues,"really a worst experience ever in this app , unfortunately i ordered a wrong item and when i cancelled my order it asked for cancellation fee really terrible experience, this app is awfull app this is not customer friendly. i am never going to order anything from now i cancelled my order in just 1 minute still they asked for cancellation fee in next order i hope i don't get this horrible situation in my life to order food from swiggy worst application . cancel my cancellation fee bad experi"
Compliments,good swigy very good rate this platform
Complaints,very worst experience.. we will never order from swiggy
Payment Issues,"my previous order payment was deducted but the order was not processed, i paid twice and rs 25 more as earlier 75 rs cash back now rs 50"
Compliments,this very great full app
Compliments,i love swiggy  yha apne socha or waha groceries apk gate pr 
Pricing Issues,very bad your other compteter order amount 199 and your 500 i am last order this
Pricing Issues,no offers for first time users.
Payment Issues,i lost my 372rs for order cancellation q
Food Quality,i have been scammed by swiggy twice....first time i was served rotten food and no refund was provided and the second time i recieved totally different item and no refund was provided...i am complaining on consumer forum as they are cheaters....dont order any food from swiggy they are fraud
Pricing Issues,"very bad experience after buying buying it's was 10 km delivery after that they change too 7km please zomato is 100% cheaper than swiggy i compared 100 times, swiggy boycott i have millions followers tomorrow am rasing this issue on twitter and insta and other platforms"
Pricing Issues,zometo se best deal hai swiggy ki
Delivery Issues,a horrible experience. delivery partner took the food and did not deliver it. waited for 2 hours. swiggy had no idea what was happening with the order.
Complaints,iam in secunderabad area instamart not delivery unable to reach us no costumer care support available
Delivery Issues,not give on time dilivery and not have any offer
Complaints,going from bad to worse with every passing day
Payment Issues,your application is the worst and works as a money sucker. i was ordering something and checking if there was any offer on my card and pressed the payment option. it confirmed the order and deduct my money from the saved card immediately and when i tried cancelling the order with seconds it asked to deduct the whole amount as penalty. i removed my card from the app and strongly condemn this way of deducting money and top of that making fools on the name of cancelling order. pathetic.
Complaints,delivery partner are very bad
App Performance,uninstalled .... allowing to selling beef on app
Compliments,fast delivery and revival price
Delivery Issues," 0 star extremely disappointed with swiggy. i placed an order and waited patiently for 45 minutes, only for it to be canceled without explanation. no communication, no accountability just wasted time and frustration. this kind of service is unacceptable, especially when you're hungry and relying on the app. if you can't fulfill orders, don't take them. absolutely terrible experience."
Complaints,"the app transferred their customer service from manual to some prehistoric ai bot, which is terrible btw. extremely disappointing"
Compliments,very nice and convenient service  very much satisfied
Pricing Issues,dhaba rate and swiggy rate different is very high
Delivery Issues,"absolutely worst.it was my first time using the app.so i went to order something and checked if there was cod. then i found and just clicked boomorder got placed.i tried cancelling the nxt min but couldnt, then tried changing address it too didn't happen.the order got placed the delivery guy got to the location called many times but i couldn't pick up i wasn't there.i really felt very sry for the delivery guy.plz rectify this issue and plz make sure there are real humans to rectify the issues."
Complaints,very bad customer support and tragic ui
Delivery Issues,hopeless few days back i have ordered food but there were missing items which till now is not solved
Delivery Issues,not available in my area 
Delivery Issues,"worst app. i ordered 3 items it showed the dilevery guy came but they didn't. i looked around, waited for around 10 minutes. suddenly they send a notification, that my order is cancelled and the cancellation fee? the whole amount. no refunds!!! what type of service or rule is that? seriously worst experience. it's literally a trap thing."
Food Quality,just uninstalled this crapy app. i got insects in my food than too they denied the refund . worst app
Pricing Issues,need more better offer it's look pretty expensive.
Payment Issues,bilkul bekar app 0 star maine food order kiya payment bhi kiya phir bhi cancellation fees padi h swiggy me. horrible ghatiya app i will never order food from dis app.
Compliments,"good, using it for past several years."
Delivery Issues,"absolutely unacceptable. i waited for over an hour, only to have my order cancelled without any explanation. no call, no message, nothing. i was left hungry and completely frustrated. this kind of service shows a total lack of respect for customers' time. if you can’t handle the order, at least inform the customer early instead of wasting their time. this is the last time using this app. strongly do not recommend."
Compliments,nice to fast work swiggy better then zomato
App Performance,"there is an option to add addresses of friends and family with their own phone numbers. but recently there is some issue in the app, where delivery drivers keep calling on the main registered mobile no, instead of the number linked on the particular address. further there is no option to raise this as an issue on the app, as their support only allows us to raise limited complaints and no option available to raise any other complaints."
Compliments,swingy application is very user friendly
Delivery Issues,swiggy never delivered my order at time. terrible app . never i used again
Pricing Issues,good but prise miner high
Pricing Issues,"coupons are useless and offers getting from other app are as worse as the app vouchers,,,"
Compliments,best and exprience very good 
Complaints,very poor service display pics and real product are too much different.when call to customer service they keep call on only hold no any resolution provide and they drop call . suggest to try another food delivery aap .
Pricing Issues,y delivery charges from customer and worst app
Compliments,this app is good for night crevings
Delivery Issues,the burger is not from burger king very bad experience
Food Quality,fast delivery and food quality by sweegy. zomato is too late in delivery.
App Performance,bhook mujhe abhi lagi or account mera login hoga 2 ghante baad ghata app ghanta service
Compliments,i appreciate swiggy for delivering things in time
Delivery Issues,delivered pizza in more than the expected time more than double actually and on cycle. pizza in 75 mins can tell you the story. even after complaining no action taken or refund provided.
Complaints,"worst service. once they give rotten or missed an item, that's it. the customer is at loss. they always only say put a mail. or we are sorry, we'll try to improve. horrible customer care. wish there was some other food app. i'd gladly go to that."
Complaints,"worst customer service ever, delivery agents pick up the food not for the customer but for themselves, no background checking od agents, restaurants numbers are outdated or always on switched off mode, i can go on and on and on about the service, swiggy wastes customers time and energy"
Pricing Issues,please give me best offer because this is very costly
Complaints,not much offer no buddy listen your issue
Compliments,pocket saving and fast delivery 
Complaints,"even after reporting several times, no resolution was given."
App Performance,automatic logout problem. please solve. why such a stupid problem exists in 2025 ?
Compliments,"excluding few orders which get delayed, overall good app including food as well as insta mart"
Delivery Issues,main order kiya order cancel ho gaya
Compliments,loved it offer's are sooo amazing 
App Performance,location he nhi utha rha na address ka option aa rha
Payment Issues,"worst app, apply automatic 100% cancellation charges"
Complaints,delivery and restaurant frauds are not being handled well by the customer care. they don't provide any refund and take no action.
Delivery Issues,"terrible experience with swiggy! order delayed, delivery partner was abusive, and customer support seems ineffective. despite multiple promises, the order hasn't been delivered. threats of sharing recordings and taking consumer action if refund isn't processed within 24 hours. uninstalling the app and advising others to avoid it until service improves. i have updated issue on the below email but no response from swiggy team that's how there customer service behaves"
Pricing Issues,3 star only ‍ rait very high ‍
Complaints,"swiggy support asked me to email my concern, for missing items, instead of providing refund/replacement."
Delivery Issues,orders are very late too many fraud delivery. never pre pay any order
Food Quality,"worst experience in instamart..gave stale items and i asked for a refund,taking time only it's already 8 days...only giving the excuse."
Complaints,never takes instructions by customers.
Pricing Issues,my experience with this app is horrible. you have to pay gst on literally everything . the prices of food items are high as compared to the offline price of the food item at the restaurant . i got to pay an 100 percent cancellation fee even i wanted to cancel the order within 10 seconds . no restaurant had started to cook within 10 seconds
Complaints,worst app no proper coustomer support i ordered food i haven't got i called coustmer they cutting my call suddenly
Food Quality,swiggy ek bekar hai per jala hua basi khana deti hai ekadam sara hua ek number ka bekar app hai
Delivery Issues,your all delivery as a very late i am not satisfied your delivery service
Complaints,very bad experience with delivery.
Compliments,good payment options and coupons are available every time
Compliments,on time very good service and very cheap good
Delivery Issues,worst response from customer care. my order is delayed almost 2hrs. i asked for cancelation where they are not considering.
Delivery Issues,"they don't deliver on time, if they don't deliver that's absolutely fine but their delivery boys pick it up from restaurants and have it without letting the customer know about it. this has happened multiple times, so i am deleting the app. i will prefer sitting in a restaurant and having food with my loved ones. i have lost my mental peace on examining whether the food you deliver is true or not. thank you for the services till now."
Complaints,some delivery boys are rude they just cancel the order without even trying to deliver
Food Quality,poor delivery service with a pathetic catalogue of restaurants. they truly serve you with everything except quality food.
Pricing Issues,its. too expensive food order
Delivery Issues,getting worse day by day. 1 out of 4 orders are not delivered with an obvious reason of operational issue. delivery time never met always late. not going to use swiggy anymore.
Delivery Issues,"not delivered, still waiting for product."
Complaints,"extremely poor service. their policy is that no matter what condition the food or package arrives in—even if it's opened or cold—you must accept the delivery. if you refuse, they will charge a cancellation fee equal to the full amount of the order. i have been emailing them since morning, but there has been no support or response. totally disappointing and unprofessional service."
Payment Issues,cash not refunded after cancellation
Compliments,"easy to use, safe, prompt delivery. till now every swiggy partners found professional and polite. keep up the effort."
Food Quality,worst app ever no replacement no good conversation and bad products and no replacement it's better to not use they sell worst products ever
Complaints,worst customer service. previously it was a good food delivery app with good customer service now it's just an worst thing. it better just go to outside and eat. deleting swiggy account. thanks swiggy for your customer service.
Delivery Issues,"i had one of the worst experiences with swiggy. i placed an order and kept waiting for over 2 hours, only to be informed at 11:40 pm that my order had been cancelled. there was no proper communication, no updates, and no respect for the customer's time and patience. this is not acceptable, especially during late-night hours when alternate food options are not easily available. if timely delivery is not possible, at least inform early so customers can make other arrangements. highly disappointed."
Payment Issues,it could not provide cash on delivery
Compliments,this. is very good app and my review 5ster good 
Delivery Issues,auto cancel from swiggy team
Complaints,very much disappointed with their current service
Pricing Issues,cashback 60 rupaye ka dikhate ho free cash aur aur sirf 50 rupaye lagte hain
Food Quality,thug of the hindustan app sabse sale angrejo se gaye bite h
Service Requests,"it's great. however, it would be better if there is a breakdown between the preparation time and travel time. and tracking the travel time with the real time traffic data for the route. and what to do if the food is prepared but delivery partner is not available, the food gets cold. hope you can find solutions for this."
Pricing Issues,they charge double than the actual food price of restaurants.
Food Quality,many things are out of stock
Pricing Issues,ok ok they r not going to give discount
Delivery Issues,not service available on my location but zomato give me deleviry on my location. plz solve this problem as well as soon .
Delivery Issues,"long-time user, never satisfied. the promised delivery times are a complete lie. ""10-min bolt"" items? never in 10 mins. instamart section? always late. you're left starving, food arrives only *after* your hunger's gone. it's constant false advertising. been waiting ages for improvement, but service remains terrible. can't recommend until delivery promises become reality. save your time and frustration. save yourself, eat healthy."
Delivery Issues,"top dishes from dejavu, just need a quick delivery though"
Complaints,don't take one membership and also don't order in swiggy app tóo i'm saying with my experience of using 1-1/5 year this is your well wisher
Compliments,perfect app for last minute shopping. payment gateway is good.
Compliments,very good app thanks swiggy
Delivery Issues,"worst app for ordering food. they always deliver late and the next time they say ""we have your order on priority. we weren't able to deliver past orders as we wanted to, we will deliver this on priority."" still, i do not get the order on time but way late! done with this app!!!"
Complaints,bhot hi ghatiya aap h . aapse plateform fees lenge or bhot hi ghatiya level ki service denge aapko. isse acha to zomato download kr lo km se km service to dhang ki dete h. or aapki complaint sun k solve b krte h
Compliments,"this app is very good , it delivers your item on doorstep."
Delivery Issues,very poor service. the time to delivery shows 20-25mins and the order only delivered post 40-45mins. atleast have some courage to do business on ethics not just for the sake of competition with other food delivery apps. requesting the other users to kindly post such incidents if it's happening to you so that this bogus activity can be stopped.
Compliments,swiggy is the best app for food delivering. it's giving too much offer also to it's regular users..
